,_1
443,"['wheelchair', 'bound', 'palestinian', 'killed']"
444,"['100k', 'reward', 'posted', 'cardross', 'attempted', 'murder']"
445,"['floods', 'kill', '11', 'vietnam']"
446,"['capital', 'hill', 'monday', '18', 'may', '2015']"
447,"['teen', 'cuts', 'clothes', 'woman']"
448,"['george', 'michael', 'toilet', 'drug', 'bust']"
449,"['indonesias', 'poor', 'crippled', 'soaring', 'fuel', 'prices']"
450,"['australia', 'begins', 'massive', 'chase', 'delhi']"
451,"['public', 'urged', 'support', 'nauru', 'detainee', 'review']"
452,"['sex', 'worker', 'murdered', 'window', 'cleaning', 'blade', 'court', 'told']"
453,"['winegrowers', 'wont', 'pull', 'pin', 'despite', 'woes']"
454,"['w', 'league', 'returns', 'abc', 'tv']"
455,"['rental', 'program', 'helping', 'agents', 'turnaround', 'times']"
456,"['raiders', 'dash', 'broncos', 'finals', 'dream']"
457,"['two', 'iraqi', 'journalists', 'working', 'abc', 'killed']"
458,"['ord', 'stage', 'three', 'going', 'nowhere', 'says', 'nlc', 'joe', 'morrison']"
459,"['victoria', 'denies', 'backflip', 'youth', 'crime', 'crackdown']"
460,"['fatigue', 'inattentive', 'driving', 'behind', 'fatalities', 'roads']"
461,"['rudds', 'school', 'computers', 'pledge', 'another', 'burden']"
462,"['outback', 'language', 'therapy', 'services', 'trial', 'extended']"
463,"['police', 'officers', 'recommended', 'bravery']"
464,"['dna', 'led', 'norfolk', 'murder', 'arrest']"
465,"['concern', 'raised', 'taxi', 'security', 'cameras']"
466,"['venezuela', 'election', 'constituent', 'assembly']"
467,"['crews', 'struggle', 'contain', 'blue', 'mountains', 'blaze']"
468,"['shell', 'exec', 'head', 'coles', 'myer', 'fuel', 'division']"
469,"['revamped', 'spider', 'open', 'june']"
470,"['ponting', 'ignored', 'indians', 'kumble']"
471,"['outgoing', 'science', 'chief', 'wants', 'similar', 'successor']"
472,"['hope', 'beer', 'interest', 'brew', 'tourism', 'increase']"
473,"['australia', 'diamonds', 'rout', 'south', 'africa', 'netball', 'quad', 'series', 'opener']"
474,"['tourist', 'drowned', 'litchfield', 'wangi', 'falls']"
475,"['hughes', 'takes', 'blues', 'victory']"
476,"['relocation', 'bulga', 'nsw', 'hunter', 'coal', 'necessary']"
477,"['rain', 'halts', 'aussie', 'duckworth']"
478,"['grain', 'trains', 'cancelled', 'rail', 'line', 'suspension']"
479,"['contepomi', 'helps', 'argentina', 'ease', 'past', 'italy']"
480,"['waterskier', 'murray', 'mishap']"
481,"['arrows', 'clinch', 'womens', 'hockey', 'title']"
482,"['lunar', 'new', 'year', 'celebrations', 'continue', 'tet', 'festival']"
483,"['injured', 'wesser', 'miss', 'two', 'months']"
484,"['counsellor', 'offered', 'work', 'business', 'proposal']"
485,"['narangba', 'tests', 'find', 'massive', 'levels', 'harmful']"
486,"['cyclone', 'isolates', 'tiny', 'pacific', 'nation']"
487,"['options', 'laid', 'torres', 'strait', 'govt']"
488,"['australia', 'team', 'profile', 'asian', 'cup']"
489,"['nsw', 'govt', 'calls', 'tenders', 'gloucester', 'csg', 'groundwater', 'monit']"
490,"['protesters', 'copacabana', 'call', 'presidents', 'permanent', 'removal']"
491,"['govt', 'funded', 'maternity', 'leave', 'crucial']"
492,"['pacific', 'island', 'nations', 'secure', '90m', 'tuna', 'deal', 'us']"
493,"['workers', 'put', 'factory', 'blaze']"
494,"['election', 'candidates', 'hear', 'pokies', 'push']"
495,"['abramovich', 'reveals', 'grandiose', '100', 'year', 'plan']"
496,"['crime', 'statistics', ""'best"", ""years'""]"
497,"['blake', 'inclusion', 'based', 'bulk', 'connolly']"
498,"['trio', 'front', 'court', 'handbag', 'thefts']"
499,"['labor', 'refloats', 'push', 'broome', 'boating', 'funds']"
500,"['police', 'hunt', 'shopping', 'centre', 'knife', 'bandits']"
501,"['police', 'closing', 'sydney', ""bikie's"", 'killer']"
502,"['battle', 'hastings', 'thousands', 'reenact', '950th', 'anniversary']"
503,"['boom', 'bust', 'father', 'cautionary', 'mining', 'industry']"
504,"['doctor', 'backed', 'overseas', 'travel']"
505,"['union', 'tasmania', 'call', 'action', 'exploitation']"
506,"['thousands', 'expected', 'visit', 'bega', 'show']"
507,"['act', 'teachers', 'set', 'reject', 'new', 'pay', 'offer']"
508,"['pecking', 'order', 'determines', 'flock', 'formation']"
509,"['council', 'agrees', 'town', 'hall', 'change']"
510,"['doubt', 'cast', 'health', 'shake']"
511,"['clashes', 'erupt', 'baghdad', 'us', 'offers', 'fallujah', 'truce']"
512,"['police', 'raid', 'redfern', 'house', 'child', 'porn', 'crackdown']"
513,"['netherlands', 'hand', 'spain', 'world', 'cup', 'thrashing']"
514,"['speeding', 'red', 'light', 'images', 'available', 'south', 'australia']"
515,"['former', 'head', 'premiers', 'dept', 'urged', 'front', 'upper']"
516,"['police', 'search', 'witnesses', 'pensioner', 'death']"
517,"['three', 'insurgents', 'hit', 'kabul', 'police', 'station']"
518,"['big', 'guns', 'advance', 'snapper', 'rocks']"
519,"['71', 'year', 'old', 'stabbing']"
520,"['aboriginalia', 'politics', 'aboriginal', 'kitsch']"
521,"['injured', 'norman', 'withdraws', 'dubai']"
522,"['rural', 'reporters', 'pussy', 'ride']"
523,"['labor', 'pledges', '125m', 'dental', 'boost']"
524,"['hummingbird', 'hospice', 'brisbane', '$3m', 'donation']"
525,"['quokka', 'kicker', 'harrison', 'mcpherson', 'fined', 'animal', 'cruelty']"
526,"['councils', 'call', 'input', 'flood', 'management']"
527,"['berlusconi', 'wont', 'seek', 'new', 'term']"
528,"['nethercote', 'community', 'market']"
529,"['act', 'farmer', 'realise', 'paralympics', 'dream']"
530,"['anglican', 'church', 'offers', 'compensation', 'nsw', 'victims', 'abuse']"
531,"['bret', 'lindsay', 'capper', 'court', 'burglaries', 'robberies', 'perth']"
532,"['bankruptcy', 'revelation', 'tcci']"
533,"['port', 'urged', 'apologise', 'lead', 'contamination']"
534,"['merger', 'creates', 'new', 'tourism', 'marketing', 'group']"
535,"['prosecution', 'seeks', '250000', 'fine', 'restaurant', 'worker']"
536,"['accc', 'green', 'lights', 'gas', 'pipeline', 'expansion']"
537,"['virus', 'floors', 'henin', 'hardenne']"
538,"['super', '18', 'cards', '2016']"
539,"['sydney', 'prepares', 'nye', 'fireworks']"
540,"['manmeet', 'alisher', 'bus', 'destroyed']"
541,"['kernaghan', 'criticises', 'govt', 'drought', 'policy']"
542,"['labor', 'attacks', 'changes', 'hale', 'st', 'bridge', 'project']"
543,"['gehrig', 'facing', 'two', 'match', 'suspension']"
544,"['government', 'urged', 'consider', 'new', 'mobile', 'camera', 'laws']"
545,"['students', 'gather', 'equestrian', 'expo']"
546,"['identity', 'forged']"
547,"['licensees', 'govt', 'meeting', 'fitzroy', 'crossing']"
548,"['woods', 'prowl', 'pebble', 'beach']"
549,"['music', 'may', 'help', 'babies', 'learn', 'language', 'skills']"
550,"['ponting', 'wants', 'new', 'one', 'day', 'rules', 'axed']"
551,"['indonesia', 'admits', 'wont', 'meet', 'self', 'sufficiency']"
552,"['crew', 'asylum', 'boats', 'transferred', 'darwin']"
553,"['police', 'investigate', 'fatal', 'house', 'fire']"
554,"['sought', 'linear', 'park', 'attack']"
555,"['fbi', 'san', 'bernardino', 'shooter', 'iphone', 'hacking', 'information', 'lawsuit']"
556,"['rabbitohs', 'find', 'winning', 'form']"
557,"['bali', 'volcano', 'mount', 'agung', 'threatens', 'erupt']"
558,"['miniature', 'lion', 'trying', 'kill']"
559,"['farmers', 'stress', 'importance', 'live', 'export', 'trade']"
560,"['head', 'syrian', 'military', 'police', 'defects']"
561,"['share', 'market', 'goes', 'backwards']"
562,"['resources', 'push', 'aust', 'market', 'new', 'high']"
563,"['farmers', 'urged', 'join', 'fox', 'control', 'scheme']"
564,"['masked', 'steal', 'dali', 'painting']"
565,"['wa', 'still', 'gas', 'crisis', 'buswell']"
566,"['capello', 'remain', 'england', 'coach']"
567,"['hilaly', 'confident', 'wood', 'release']"
568,"['farmers', 'take', 'gm', 'canola']"
569,"['sewerage', 'system', 'hot', 'topic', 'ravensthorpe', 'commerce']"
570,"['orkopolous', 'alleged', 'victim', 'underage', 'says', 'dad']"
571,"['inkster', 'captures', '29th', 'career', 'lpga', 'title']"
572,"['questioned', 'bodies', 'found']"
573,"['bashed', 'tourist', 'remains', 'critical', 'hospital']"
574,"['tourism', 'grants', 'approval', 'proves', 'tough']"
575,"['indicators', 'present', 'mixed', 'bag', 'economy']"
576,"['strike', 'force', 'investigates', 'girls', 'death']"
577,"['15000', 'elvis', 'fans', 'rock', 'parkes', 'record']"
578,"['afghans', 'deliver', 'scare', 'india']"
579,"['call', 'stawell', 'gold', 'environmental', 'testing']"
580,"['interview', 'dene', 'halatau']"
581,"['thickening', 'gidgee', 'trees', 'headache']"
582,"['house', 'concerts', 'mean', 'trading', 'chaos', 'music', 'festivals']"
583,"['council', 'present', 'revised', 'aquatic', 'centre', 'plans']"
584,"['trader', 'tom', 'hayes', '14', 'years', 'jail', 'london', 'court', 'libor', 'rigging']"
585,"['bid', 'oust', 'abetz', 'withdrawn']"
586,"['chile', 'quake', 'moved', 'city', '3', 'metres', 'west']"
587,"['marshall', 'impresses', 'blues']"
588,"['drum', 'wednesday', 'february', '18']"
589,"['brumbies', 'need', 'match', 'waratahs', 'front', 'connolly']"
590,"['drone', 'footage', 'shows', 'extent', 'worlds', 'largest', 'cemetery']"
591,"['anthony', 'green', 'says', 'electoral', 'shake', 'get']"
592,"['bowen', 'tomatoes']"
593,"['ethiopian', 'children', 'desperately', 'need', 'food', 'aid', 'unicef']"
594,"['residents', 'urge', 'rann', 'rethink', 'school', 'bus', 'policy']"
595,"['riverina', 'towns', 'clean', 'awards']"
596,"['rural', 'farm', 'finance', '0207']"
597,"['protecting', 'elderly', 'heatwaves', 'bushfires']"
598,"['somare', 'facing', 'suspension', 'misconduct', 'claim']"
599,"['events', 'minister', 'tim', 'holding', 'speaking']"
600,"['mitchell', 'parole', 'hearing']"
601,"['media', 'gets', 'glimpse', 'royal', 'life']"
602,"['knights', 'celebrate', 'mining', 'links', 'focussing', 'finals', 'run']"
603,"['urgent', 'action', 'needed', 'save', 'turtle']"
604,"['flinders', 'gets', 'new', '30', 'bed', 'medical', 'unit']"
605,"['bribery', 'allegations', 'hit', 'qatar', '2022', 'world', 'cup', 'bid']"
606,"['chelsea', 'eye', 'defenders', 'transfer', 'window', 'swings']"
607,"['swans', 'looking', 'forward', 'back']"
608,"['podladtchikov', 'takes', 'halfpipe', 'gold', 'white', 'fourth', 'callister', 'ninth']"
609,"['india', 'obsession', 'sons', 'millions', 'lonely', 'dowry']"
610,"['red', 'tailed', 'black', 'cockatoo', 'study', 'looks', 'preserve']"
611,"['passion', 'show', 'canberra', 'leg', 'olympic']"
612,"['behind', 'scenes', 'news', 'breakfast']"
613,"['widmark', 'takes', 'dutch', 'lead']"
614,"['queensland', 'urges', '4', 'year', 'terms', 'referendum']"
615,"['rudd', 'obama', 'discuss', 'financial', 'crisis']"
616,"['asbestos', 'victims', 'knock', 'back', 'hardie', 'scheme']"
617,"['police', 'name', 'road', 'crash', 'victim']"
618,"['australia', 'wins', 'series', 'one', 'run', 'last', 'ball']"
619,"['newcastle', 'council', 'pressure', 'state', 'government', 'building']"
620,"['tripodi', 'cleared', 'misuse', 'parliamentary']"
621,"['queensland', 'budget', '2015', 'premier', 'palaszczuk', 'vows', 'smarter', 'state']"
622,"['nrn', 'grain', 'rain']"
623,"['doors', 'open', 'new', 'broome', 'fire', 'station']"
624,"['dufner', 'grabs', 'lead', 'harrington']"
625,"['closer', 'pm1']"
626,"['media', 'call', 'ryan', 'carters']"
627,"['new', 'bill', 'requires', 'greater', 'disclosure', 'nsw', 'clubs']"
628,"['demand', 'boosts', 'lobster', 'prices']"
629,"['roxon', 'confident', 'striking', 'health', 'deal']"
630,"['suffers', 'big', 'financial', 'loss']"
631,"['car', 'park', 'opening', 'track']"
632,"['crashing', 'tree', 'near', 'myalup']"
633,"['govt', 'urged', 'fund', 'new', 'lake', 'cathie', 'school']"
634,"['stanhope', 'celebrates', 'historic', 'win']"
635,"['austrian', 'doping', 'tests', 'negative', 'ioc']"
636,"['qantas', 'confident', 'ahead', 'casa', 'review']"
637,"['peter', 'foster', 'conman', 'faces', 'court', 'betting', 'scam']"
638,"['brownlow', 'votes', 'go', 'missing']"
639,"['govt', 'criticises', 'hospital', 'bed', 'capacity', 'report']"
640,"['armstrong', 'hurt', 'sports:', 'federer']"
641,"['500', 'feared', 'dead', 'baghdad', 'stampede']"
642,"['cunningham', 'urges', 'boyne', 'valley', 'power', 'upgrade']"
643,"['hong', 'kong', 'denied', 'right', 'nominate', 'candidates']"
644,"['middle', 'east', 'tourist', 'numbers', 'may', 'drop']"
645,"['finke', 'winners', 'ready', 'party']"
646,"['kohler', 'multitasking', 'doubles', 'prime', 'time', 'potential']"
647,"['chief', 'minister', 'seeks', 'mutitjulu', 'resolution']"
648,"['new', 'medical', 'centre', 'approved', 'raymond', 'terrace']"
649,"['indonesia', 'send', 'ambassador', 'back', 'canberra']"
650,"['pilot', 'walks', 'away', 'small', 'plane', 'crash', 'riverland']"
651,"['act', 'disappointed', 'heroin', 'substitute', 'trial']"
652,"['aflw', 'ceo', 'nicole', 'livingston', 'womens', 'football', 'booming', 'season', 'two']"
653,"['ceremony', 'signals', 'start', 'work', 'new', 'loxton', 'conference', 'centre']"
654,"['ronaldinho', 'claims', 'united', 'broke', 'heart']"
655,"['arrests', 'tipped', 'home', 'invasion', 'death']"
656,"['miner', 'aware', 'coal', 'farm', 'concerns']"
657,"['interview', 'nick', 'riewoldt']"
658,"['basin', 'police']"
659,"['councils', 'counting', 'rate', 'rises']"
660,"['australian', 'olympic', 'committee', 'launches', 'road']"
661,"['fears', 'hospital', 'closure', 'leave', 'specialists']"
662,"['ex', 'tropical', 'cyclone', 'winston', 'could', 'bring', '300', 'mm', 'rain', 'far', 'north', 'qld']"
663,"['land', 'earmarked', 'rescue', 'group', 'hq']"
664,"['figs', 'chop', 'continues']"
665,"['abc', 'weather']"
666,"['cool', 'weather', 'poses', 'another', 'locust', 'worry']"
667,"['mark', 'tromp', 'found', 'police', 'search']"
668,"['whale', 'festival', 'attracts', 'big', 'crowds']"
669,"['conditions', 'attached', 'palestinian', 'prisoners']"
670,"['zlatan', 'ibrahimovic', 'says', 'conquered', 'england', 'three', 'months']"
671,"['former', 'hih', 'director', 'pleads', 'guilty']"
672,"['camels', 'could', 'reopen', 'mothballed', 'meatworks']"
673,"['opposition', 'plan', 'dams', 'north']"
674,"['coalition', 'debates', 'whether', 'allow', 'free', 'vote']"
675,"['national', 'easter', 'road', 'toll', 'rises', '19']"
676,"['health', 'minister', 'hames', 'talks', 'abc', '720s', 'geoff']"
677,"['james', 'foley', 'journalist', 'murdered', 'captured']"
678,"['report', 'warns', 'basin', 'cuts', 'impact']"
679,"['court', 'hotel', 'armed', 'robbery']"
680,"['vow', 'broken', 'gay', 'marriage']"
681,"['lachlan', 'river', 'struggle']"
682,"['queenslanders', 'fattest', 'nation', 'study']"
683,"['bus', 'driver', 'repeatedly', 'stabbed']"
684,"['diamantina', 'power', 'hopes', 'forge', 'workers', 'lkeep', 'jobs']"
685,"['restructured', 'north', 'west', 'vote', 'wide', 'range']"
686,"['parkes', 'support', 'mid', 'western', 'legal', 'action']"
687,"['us', 'drink', 'driving', 'program', 'jails', 'cant', 'pass', 'breathalyser']"
688,"['belarus', 'rounds', 'opposition', 'supporters']"
689,"['tasmania', 'ramping', 'preparations', 'chinese', ""president's"", 'visit']"
690,"['sydney', 'fires', 'threaten', 'homes']"
691,"['nt', 'cautious', 'daly', 'river', 'development']"
692,"['parliament', 'resumes', 'political', 'debate', 'cyclone']"
693,"['mp', 'urges', 'unity', 'overcome', 'carnarvon', 'violence']"
694,"['amla', 'drives', 'proteas']"
695,"['rose', 'takes', '2', 'shot', 'buffer', 'masters', 'finale']"
696,"['prize', 'fighter', ""refugee's"", 'wartime', 'struggle', 'packs', 'punch']"
697,"['hospital', 'focus', 'election']"
698,"['uk', 'police', 'murder', 'probe', 'link', 'five', 'killings']"
699,"['bell', 'cramp', 'causes', 'england', 'concern']"
700,"['council', 'rejects', 'grain', 'shed']"
701,"['police', 'search', 'missing', 'teen']"
702,"['bligh', 'says', 'india', 'trip', 'worthwhile']"
703,"['hewitt', 'named', 'top', 'seed', 'french', 'open']"
704,"['bushfires', 'ravage', 'thousands', 'hectares']"
705,"['look', 'back', '2002', 'report', 'bali', 'bombings']"
706,"['montoya', 'takes', 'pole', 'quashes', 'mclaren', 'transfer', 'rumours']"
707,"['mla', 'challenge', 'pays', 'says', 'marcus', 'sounness']"
708,"['interview', 'ivan', 'cleary']"
709,"['jayawardene', 'helps', 'sri', 'lanka', 'slender', 'lead']"
710,"['redbacks', 'yearning', 'one', 'day', 'success']"
711,"['doctors', 'snub', 'wont', 'mar', 'careflight', 'govt']"
712,"['us', 'airline', 'pilots', 'carry', 'guns']"
713,"['interview', 'travis', 'cloke']"
714,"['bracks', 'inject', 'funds', 'vic', 'police', 'force']"
715,"['speed', 'camera', 'review', 'seeks', 'public', 'input']"
716,"['davis', 'leads', 'aussie', 'jones', 'palm', 'beach']"
717,"['review', 'critical', 'central', 'australian', 'bushfire', 'response']"
718,"['cooma', 'canberra', 'bus']"
719,['wasteland']
720,"['republicans', 'make', 'repealing', 'obamacare', 'first', 'order', 'business']"
721,"['breast', 'cancer', 'research', 'breakthrough']"
722,"['investigation', 'whales', 'stranding']"
723,"['sydney', 'olympic', 'medallist', 'shot', 'head']"
724,"['bernardi', 'fire', 'bestiality', 'comments']"
725,"['protesters', 'remove', 'roo', 'remains']"
726,"['governor', 'general', 'hosts', 'thousand', 'guests', 'harmony', 'day', 'lunch']"
727,"['patinack', 'farm', 'employees', 'praised', 'commitment', 'tough', 'tim']"
728,"['interview:', 'rod', 'simms;', 'accc', 'chairman']"
729,"['rural', 'doctor', 'scheme', 'benefit', 'wa']"
730,"['bid', 'boyanup']"
731,"['interview', 'henjak', 'lockyer']"
732,"['boks', 'drama', 'brings', 'team', 'closer', 'together']"
733,"['charged', 'jumping', 'white', 'house', 'fence', 'wanted', 'talk', 'president']"
734,"['cfa', 'firefighters', 'front', 'senate', 'committee', 'controversial', 'wage', 'deal']"
735,"['duralie', 'expansion', 'plan', 'approved']"
736,"['carly', 'ryans', 'murderer', 'revealed', 'last']"
737,"['kurdish', 'immigrant', 'avoids', 'jail', 'term']"
738,"['woodgate', 'suffers', 'injury', 'setback']"
739,"['fairy', 'grass', 'may', 'pose', 'fire', 'threat']"
740,"['unit', 'construction', 'drives', 'act', 'building', 'boom']"
741,"['new', 'techniques', 'key', 'latrobe', 'valley', 'mines', 'plan']"
742,"['bike', 'parking', 'restrictions', ""darwin's"", 'high', 'rise', 'anger', 'cyclists']"
743,"['uae', 'mourning', 'leaders', 'death']"
744,"['labors', 'airport', 'site', 'panned']"
745,"['nrl', 'wrap', 'sun', 'jul', '7']"
746,"['panopoulos', 'boosts', 'stronghold']"
747,"['vic', 'schools', 'promised', 'grants']"
748,"['mps', 'returned', 'western', 'qld']"
749,"['roos', 'make', 'meal', 'queensland', 'farm']"
750,"['camperdown', 'dairy', 'peter', 'skene']"
751,"['boomanulla', 'faces', 'closure']"
752,"['canola', 'europe']"
753,"['flintoff', 'focused', 'ending', '2005', 'high']"
754,"['fiji', 'swears', 'new', 'chief', 'justice']"
755,"['council', 'seeks', 'peregian', 'concerts', 'compromise']"
756,"['democrats', 'deny', 'facing', 'uphill', 'battle', 'election']"
757,"['murrumbidgee', 'horticulturalists', 'get', 'water']"
758,"['youth', 'energy', 'labor', 'candidates', 'favour']"
